"dataset","file","package_list"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-figure-08-2.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-figure-08-3.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-figure-09-1.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-figure-10-1.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-figure-13-1.R","plyr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-figure-13-2.R","plyr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-figure-14-1.R","plyr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-table-04-1.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-table-04-2.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-table-04-3.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-table-04-4.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-table-05-1.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-table-05-2.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-table-06-1.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-table-06-2.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-table-07-1.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","appendix-table-07-2.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","data-prep-experimental-analyses.R","plyr"
"https://doi.org/10.7910/DVN/4WNEE9","data-prep-one-analysis.R",""
"https://doi.org/10.7910/DVN/4WNEE9","data-prep-one-randomization.R",""
"https://doi.org/10.7910/DVN/4WNEE9","data-prep-real-analysis.R",""
"https://doi.org/10.7910/DVN/4WNEE9","data-prep-RI-analyses.R","plyr"
"https://doi.org/10.7910/DVN/4WNEE9","figure-05.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","figure-06.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","figure-07.R","magrittr"
"https://doi.org/10.7910/DVN/4WNEE9","figure-08.R","plyr"
"https://doi.org/10.7910/DVN/4WNEE9","table-01.R","magrittr"
"https://doi.org/10.7910/DVN/VIXZD1","Swing_LT_impact.R",""
"https://doi.org/10.7910/DVN/VIXZD1","Swing_riots_MLE.R",""
"https://doi.org/10.7910/DVN/VIXZD1","Swing_riots_R.R",""
"https://doi.org/10.7910/DVN/X3LITS","Krasno et al Recusal Replication Code (7.27.2020).R",""
"https://doi.org/10.7910/DVN/0JNE3M","JOP_replication_R_code.R","effects"
"https://doi.org/10.7910/DVN/AW5LU8","rock_the_reg_replication_code.R","reshape2"
"https://doi.org/10.7910/DVN/TNFDDX","BPV_museums_appendix.R",""
"https://doi.org/10.7910/DVN/TNFDDX","BPV_museums_maintext.R",""
"https://doi.org/10.7910/DVN/YOBUVS","JOP_Replication.R",""
"https://doi.org/10.7910/DVN/VFBVRG","anes-1-subset_restricted_data.R",""
"https://doi.org/10.7910/DVN/VFBVRG","anes-2-define_groupvars.R",""
"https://doi.org/10.7910/DVN/VFBVRG","anes-3-rename_scalevars.R",""
"https://doi.org/10.7910/DVN/VFBVRG","anes-4-define_scales.R",""
"https://doi.org/10.7910/DVN/VFBVRG","AP12-1-Load_Data.R",""
"https://doi.org/10.7910/DVN/VFBVRG","AP12-2-Rasch_Models.R",""
"https://doi.org/10.7910/DVN/VFBVRG","AP12-3-DIF.R",""
"https://doi.org/10.7910/DVN/VFBVRG","AP12-4-Compare_New_and_Old.R",""
"https://doi.org/10.7910/DVN/VFBVRG","AP16-1-Load_Data.R",""
"https://doi.org/10.7910/DVN/VFBVRG","AP16-2-Rasch_Models.R",""
"https://doi.org/10.7910/DVN/VFBVRG","AP16-3-DIF.R",""
"https://doi.org/10.7910/DVN/VFBVRG","AP16-4-Compare_New_and_Old.R",""
"https://doi.org/10.7910/DVN/VFBVRG","auth1-run_models.R",""
"https://doi.org/10.7910/DVN/VFBVRG","auth2-coef_plot.R",""
"https://doi.org/10.7910/DVN/VFBVRG","auth3-person_locations.R",""
"https://doi.org/10.7910/DVN/VFBVRG","auth4-item_locations.R",""
"https://doi.org/10.7910/DVN/VFBVRG","auth5-combine_plots.R",""
"https://doi.org/10.7910/DVN/VFBVRG","fg2.R",""
"https://doi.org/10.7910/DVN/VFBVRG","fg3.R",""
"https://doi.org/10.7910/DVN/VFBVRG","fg4a.R",""
"https://doi.org/10.7910/DVN/VFBVRG","fg4b.R",""
"https://doi.org/10.7910/DVN/VFBVRG","fg5.R",""
"https://doi.org/10.7910/DVN/VFBVRG","fg-e1.R",""
"https://doi.org/10.7910/DVN/VFBVRG","fg-f1.R",""
"https://doi.org/10.7910/DVN/VFBVRG","figure_preferences.R",""
"https://doi.org/10.7910/DVN/VFBVRG","FUN-binary_check.R",""
"https://doi.org/10.7910/DVN/VFBVRG","FUN-binary_count.R",""
"https://doi.org/10.7910/DVN/VFBVRG","FUN-check_dif.R",""
"https://doi.org/10.7910/DVN/VFBVRG","FUN-check_scale_items.R",""
"https://doi.org/10.7910/DVN/VFBVRG","FUN-fix_disorder.R",""
"https://doi.org/10.7910/DVN/VFBVRG","FUN-gen_groupvars.R",""
"https://doi.org/10.7910/DVN/VFBVRG","FUN-get_relstats.R",""
"https://doi.org/10.7910/DVN/VFBVRG","FUN-rescale_items.R",""
"https://doi.org/10.7910/DVN/VFBVRG","FUN-run_anovas.R",""
"https://doi.org/10.7910/DVN/VFBVRG","FUN-run_lr.R",""
"https://doi.org/10.7910/DVN/VFBVRG","scale_items.R",""
"https://doi.org/10.7910/DVN/VFBVRG","tables-c1-c13.R",""
"https://doi.org/10.7910/DVN/AKGWBL","EffectOfProtocol14FiguresAndTables.R",""
"https://doi.org/10.7910/DVN/FDML2N","Migration_Analysis_Final.R",""
"https://doi.org/10.7910/DVN/IFZXQX","make figure 1.R",""
"https://doi.org/10.7910/DVN/IFZXQX","parallel_code-snow.R",""
"https://doi.org/10.7910/DVN/DAQ9PK","Leadership Targeting Final -- JOP.R",""
"https://doi.org/10.7910/DVN/XTRWKG","helper_functions.R",""
"https://doi.org/10.7910/DVN/XTRWKG","replication_code.R",""
"https://doi.org/10.7910/DVN/HFWFRG","pw_replication.R",""
"https://doi.org/10.7910/DVN/FMOR6K","an_blacks.R",""
"https://doi.org/10.7910/DVN/FMOR6K","an_descriptives.R",""
"https://doi.org/10.7910/DVN/FMOR6K","an_main.R",""
"https://doi.org/10.7910/DVN/FMOR6K","an_non_racial.R",""
"https://doi.org/10.7910/DVN/FMOR6K","an_retired.R",""
"https://doi.org/10.7910/DVN/FMOR6K","an_robust.R",""
"https://doi.org/10.7910/DVN/GOOVNS","individualanalysis_replication.R",""
"https://doi.org/10.7910/DVN/GOOVNS","statevotingests_replication.R",""
"https://doi.org/10.7910/DVN/NBMH7M","appendix_figure_B2.R",""
"https://doi.org/10.7910/DVN/NBMH7M","appendix_figure_B3.R",""
"https://doi.org/10.7910/DVN/NBMH7M","appendix_table_B2.R",""
"https://doi.org/10.7910/DVN/NBMH7M","appendix_table_C3.R",""
"https://doi.org/10.7910/DVN/NBMH7M","appendix_table_C4.R",""
"https://doi.org/10.7910/DVN/NBMH7M","appendix_table_D5.R",""
"https://doi.org/10.7910/DVN/NBMH7M","helper_functions.R",""
"https://doi.org/10.7910/DVN/NBMH7M","in_text_numbers.R",""
"https://doi.org/10.7910/DVN/NBMH7M","run_all_scripts_in_order.R",""
"https://doi.org/10.7910/DVN/NBMH7M","studies_1_2_replications_lucid_cleaning.R",""
"https://doi.org/10.7910/DVN/NBMH7M","study_1_elite_cleaning.R",""
"https://doi.org/10.7910/DVN/NBMH7M","study_1_figure_4.R",""
"https://doi.org/10.7910/DVN/NBMH7M","study_1_mturk_cleaning.R",""
"https://doi.org/10.7910/DVN/NBMH7M","study_1_table_1.R",""
"https://doi.org/10.7910/DVN/NBMH7M","study_2_lucid_cleaning.R",""
"https://doi.org/10.7910/DVN/NBMH7M","study_2_table_2.R",""
"https://doi.org/10.7910/DVN/NBMH7M","study_3_lucid_cleaning.R",""
"https://doi.org/10.7910/DVN/NBMH7M","study_3_original_cleaning.R",""
"https://doi.org/10.7910/DVN/NBMH7M","study_3_table_3.R",""
"https://doi.org/10.7910/DVN/NBMH7M","study_4_table_4.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Main_Board_Coverage.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Main_Board_HT2.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Main_Board_HT_Oracle.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Main_Board_HT.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Main_Board.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Main_Board_RE.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Main_Board_time_fcre.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Main_Board_vio.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Main_Simulations_Summary.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Marinov_Replication.R",""
"https://doi.org/10.7910/DVN/TFCBSD","sims_function_coverage.R",""
"https://doi.org/10.7910/DVN/TFCBSD","sims_function.R",""
"https://doi.org/10.7910/DVN/TFCBSD","sims_function_RE.R",""
"https://doi.org/10.7910/DVN/TFCBSD","sims_function_time_fcre.R",""
"https://doi.org/10.7910/DVN/TFCBSD","sims_function_vio.R",""
"https://doi.org/10.7910/DVN/TFCBSD","simsHT_function.R",""
"https://doi.org/10.7910/DVN/TFCBSD","sims_HT_Oracle_Only.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Simulations_Summary_HTOR.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Simulations_Summary_HT.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Simulations_Summary_RE.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Simulations_Summary_Vio.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Summary_fcre.R",""
"https://doi.org/10.7910/DVN/TFCBSD","Summary_times.R",""
"https://doi.org/10.7910/DVN/TFCBSD","TacticalVotingApplication.R",""
"https://doi.org/10.7910/DVN/C4CLNR","Kumar_JOP_Replication Code.R",""
"https://doi.org/10.7910/DVN/BY4OBR","01descriptives.R","ggplot2"
"https://doi.org/10.7910/DVN/BY4OBR","02analysis-democ-main.R","data.table"
"https://doi.org/10.7910/DVN/BY4OBR","03indonesia.R","ggplot2"
"https://doi.org/10.7910/DVN/BY4OBR","04-appendix-analysis-democ-alt_democ-measure.R","data.table"
"https://doi.org/10.7910/DVN/BY4OBR","04-appendix-analysis-democ-media.R","nnet"
"https://doi.org/10.7910/DVN/BY4OBR","04-appendix-analysis-democ-robustness.R","data.table"
"https://doi.org/10.7910/DVN/BY4OBR","04-appendix-analysis-fullsample.R","plm"
"https://doi.org/10.7910/DVN/GCTLYJ","1.replication_business_mayors_RD.R",""
"https://doi.org/10.7910/DVN/GCTLYJ","2.replication_business_mayors_RD_validity_robustness_tests.R",""
"https://doi.org/10.7910/DVN/GCTLYJ","3.replication_business_mayors_RD_main_results_tables_figures.R",""
"https://doi.org/10.7910/DVN/GCTLYJ","4.replication_business_mayors_RD_supplemental_plots_tables.R",""
"https://doi.org/10.7910/DVN/GCTLYJ","rdbwdensity.R",""
"https://doi.org/10.7910/DVN/GCTLYJ","rddensity_fun.R",""
"https://doi.org/10.7910/DVN/GCTLYJ","rddensity.R",""
"https://doi.org/10.7910/DVN/GCTLYJ","replication_bin_data_rd_plots.R",""
"https://doi.org/10.7910/DVN/GCTLYJ","replication_clean_descriptive_stats.R",""
"https://doi.org/10.7910/DVN/GCTLYJ","replication_clean_results.R",""
"https://doi.org/10.7910/DVN/GCTLYJ","replication_mayors_source.R",""
"https://doi.org/10.7910/DVN/B8Y17J","data_preprep.R",""
"https://doi.org/10.7910/DVN/B8Y17J","util_pivotality_functions.R",""
"https://doi.org/10.7910/DVN/0Y1E2B","GLevy_JOP_Replication.R",""
"https://doi.org/10.7910/DVN/N01LDH","mediate_replication_code_R.R",""
"https://doi.org/10.7910/DVN/5KDUTD","age_rdd_analyses.R","rdd"
"https://doi.org/10.7910/DVN/5KDUTD","favorability_by_insurance_source_kff.R","doBy"
"https://doi.org/10.7910/DVN/5KDUTD","figure2-panel-aca-replication-12112020.R",""
"https://doi.org/10.7910/DVN/5KDUTD","health_survey_helped_hurt_text.R","foreign"
"https://doi.org/10.7910/DVN/5KDUTD","healthsurveyload12112018-nongeo-main-smm-ACTIVE.R",""
"https://doi.org/10.7910/DVN/5KDUTD","health_survey_load_helped_hurt.R","foreign"
"https://doi.org/10.7910/DVN/5KDUTD","helped_hurt_by_insurance_source_kff.R","doBy"
"https://doi.org/10.7910/DVN/5KDUTD","insurance_source_score_1_prep.R","lme4"
"https://doi.org/10.7910/DVN/5KDUTD","insurance_source_score_2_descriptives.R",""
"https://doi.org/10.7910/DVN/5KDUTD","insurance_source_score_3_functions.R",""
"https://doi.org/10.7910/DVN/5KDUTD","insurance_source_score_4_results_and_summaries.R",""
"https://doi.org/10.7910/DVN/5KDUTD","insurance_source_score_5_bootstrap.R","boot"
"https://doi.org/10.7910/DVN/5KDUTD","insurance_source_score_6_burden_analysis.R","memisc"
"https://doi.org/10.7910/DVN/5KDUTD","insurance_source_score_7_panel_comparison.R","lme4"
"https://doi.org/10.7910/DVN/5KDUTD","kentucky_kynect_analysis.R","foreign"
"https://doi.org/10.7910/DVN/5KDUTD","KFFgeocoding05012019.R",""
"https://doi.org/10.7910/DVN/5KDUTD","kff-loadall-geomerge-ACTIVE-05022019.R","dplyr"
"https://doi.org/10.7910/DVN/5KDUTD","nongroup_analyses_kff.R",""
"https://doi.org/10.7910/DVN/5KDUTD","plot_medicare.R","stringr"
"https://doi.org/10.7910/DVN/5KDUTD","prep_kff_replication_data_subset.R","plyr"
"https://doi.org/10.7910/DVN/5KDUTD","table2-panel-12112020.R",""
"https://doi.org/10.7910/DVN/5KDUTD","table3-01-HIX-merge-12112020.R",""
"https://doi.org/10.7910/DVN/5KDUTD","table3-02-kff-exchanges-12142020.R","texreg"
"https://doi.org/10.7910/DVN/TR9NAB","replication_code.R",""
"https://doi.org/10.7910/DVN/9H3DFP","JOP_replication_cross_national.R",""
"https://doi.org/10.7910/DVN/9H3DFP","JOP_replication_firm_level.R",""
"https://doi.org/10.7910/DVN/9H3DFP","JOP_replication_firm_sector_level.R",""
"https://doi.org/10.7910/DVN/HUYOHI","01_Preprocess.R",""
"https://doi.org/10.7910/DVN/HUYOHI","04_Analysis_Main.R",""
"https://doi.org/10.7910/DVN/HUYOHI","05_Outputs.R",""
"https://doi.org/10.7910/DVN/SUKHMB","1_downloading_data.R",""
"https://doi.org/10.7910/DVN/SUKHMB","2_main_analysis.R",""
"https://doi.org/10.7910/DVN/SUKHMB","3_appendix.R",""
"https://doi.org/10.7910/DVN/ZCX84G","rock_the_reg_replication_code.R","reshape2"
"https://doi.org/10.7910/DVN/SS0UEI","10_plot_Gtrends.R","tidyverse"
"https://doi.org/10.7910/DVN/SS0UEI","11_prepare_for_publication.R","tidyverse"
"https://doi.org/10.7910/DVN/SS0UEI","2_classify_political.R","tidyverse"
"https://doi.org/10.7910/DVN/SS0UEI","3_merge_survey.R","haven"
"https://doi.org/10.7910/DVN/SS0UEI","4_descriptive_analysis.R","tidyverse"
"https://doi.org/10.7910/DVN/SS0UEI","5_custom_panels.R","tidyverse"
"https://doi.org/10.7910/DVN/SS0UEI","6_event_study.R",""
"https://doi.org/10.7910/DVN/SS0UEI","7_event_study_party_binsR.R",""
"https://doi.org/10.7910/DVN/SS0UEI","8_usage_tables.R","tidyverse"
"https://doi.org/10.7910/DVN/SS0UEI","9_weighted_event_study.R",""
"https://doi.org/10.7910/DVN/SS0UEI","ISSUES_2_classify_political copy.R","tidyverse"
"https://doi.org/10.7910/DVN/SS0UEI","ISSUES_3_merge_survey.R","tidyverse"
"https://doi.org/10.7910/DVN/SS0UEI","ISSUES_4_descriptive_analysis.R","tidyverse"
"https://doi.org/10.7910/DVN/X5RBRB","gpt_jop_replication_figures.R",""
"https://doi.org/10.7910/DVN/X5RBRB","gpt_pr_replication.R",""
"https://doi.org/10.7910/DVN/X5ALUA","Table1.R",""
"https://doi.org/10.7910/DVN/X5ALUA","Table1_TableA4.R",""
"https://doi.org/10.7910/DVN/X5ALUA","Table3.R",""
"https://doi.org/10.7910/DVN/X5ALUA","Table3_TableA3.R",""
"https://doi.org/10.7910/DVN/X5ALUA","TableA1.R",""
"https://doi.org/10.7910/DVN/X5ALUA","TableA2.R",""
"https://doi.org/10.7910/DVN/JTKVX2","JOPcansunar.R",""
"https://doi.org/10.7910/DVN/ZEDEAD","nomikos_jop_2021_replication.R",""
"https://doi.org/10.7910/DVN/8JFNSN","study_2_criminal_justice_experiments.R",""
"https://doi.org/10.7910/DVN/8JFNSN","study_3_hybrid_experiment.R",""
"https://doi.org/10.7910/DVN/8JFNSN","study_4_conjoint_experiments.R",""
"https://doi.org/10.7910/DVN/5HXT8K","replication_03a_InvestigateBots_v1.R",""
"https://doi.org/10.7910/DVN/5HXT8K","replication_07_Table3FigA12.R",""
"https://doi.org/10.7910/DVN/5HXT8K","replication_SM_01_FigA9A10.R",""
"https://doi.org/10.7910/DVN/5HXT8K","replication_SM_02_FigA15.R",""
"https://doi.org/10.7910/DVN/5HXT8K","replication_SM_03_FigA16.R",""
"https://doi.org/10.7910/DVN/5HXT8K","replication_SM_04_TableA14FigA22.R",""
"https://doi.org/10.7910/DVN/3YFBR8","1--Idaho Only Analysis.R",""
"https://doi.org/10.7910/DVN/3YFBR8","2-placebo_test_results.R","parallel"
"https://doi.org/10.7910/DVN/3YFBR8","3-Employees Main.R",""
"https://doi.org/10.7910/DVN/3YFBR8","4-employment_effects.R",""
"https://doi.org/10.7910/DVN/3YFBR8","5-min_cutpoints_robustness_check.R",""
"https://doi.org/10.7910/DVN/3YFBR8","6-map_employees.R",""
"https://doi.org/10.7910/DVN/3YFBR8","999-fastlink.R",""
"https://doi.org/10.7910/DVN/3YFBR8","999-Merge Idaho With Voter File.R","feather"
"https://doi.org/10.7910/DVN/3YFBR8","999--Merge NYC with Voter File.R",""
"https://doi.org/10.7910/DVN/3YFBR8","County Panel Analysis.R",""
"https://doi.org/10.7910/DVN/PORBIU","create_bks_data.R",""
"https://doi.org/10.7910/DVN/RM7VAL","fig 1.R",""
"https://doi.org/10.7910/DVN/RM7VAL","fig A1.R",""
"https://doi.org/10.7910/DVN/RM7VAL","fig A2.R",""
"https://doi.org/10.7910/DVN/RM7VAL","fig A4.R",""
"https://doi.org/10.7910/DVN/RM7VAL","fig A5.R",""
"https://doi.org/10.7910/DVN/RM7VAL","fig A6.R",""
"https://doi.org/10.7910/DVN/RM7VAL","power analysis.R",""
"https://doi.org/10.7910/DVN/RM7VAL","randomization inference.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A10.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A12.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A13.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A15.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A16.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A17.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A1.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A2.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A3.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A4.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A5.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A6.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A7.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A8.R",""
"https://doi.org/10.7910/DVN/RM7VAL","tab A9.R",""
"https://doi.org/10.7910/DVN/NXDEGT","Berliner-Wehner_R code.R",""
"https://doi.org/10.7910/DVN/RXA4JB","data-prep-experimental-analyses.R","plyr"
"https://doi.org/10.7910/DVN/RXA4JB","data-prep-one-analysis.R",""
"https://doi.org/10.7910/DVN/RXA4JB","data-prep-one-randomization.R",""
"https://doi.org/10.7910/DVN/RXA4JB","data-prep-real-analysis.R",""
"https://doi.org/10.7910/DVN/RXA4JB","data-prep-RI-analyses.R","plyr"
"https://doi.org/10.7910/DVN/RXA4JB","figure-1.R",""
"https://doi.org/10.7910/DVN/RXA4JB","figure-2.R",""
"https://doi.org/10.7910/DVN/RXA4JB","figure-A05-1.R","magrittr"
"https://doi.org/10.7910/DVN/RXA4JB","figure-A07-1.R",""
"https://doi.org/10.7910/DVN/RXA4JB","figure-A07-2.R",""
"https://doi.org/10.7910/DVN/RXA4JB","figure-A07-3.R",""
"https://doi.org/10.7910/DVN/RXA4JB","figure-A09-1.R",""
"https://doi.org/10.7910/DVN/RXA4JB","interflex-kernel-spillover.R","parallel"
"https://doi.org/10.7910/DVN/RXA4JB","randomization-inference-marginal-effects.R",""
"https://doi.org/10.7910/DVN/RXA4JB","table-A05-1.R","magrittr"
"https://doi.org/10.7910/DVN/RXA4JB","table-A06-1.R","magrittr"
"https://doi.org/10.7910/DVN/RXA4JB","table-A08-1.R","magrittr"
"https://doi.org/10.7910/DVN/RXA4JB","table-A08-2.R","magrittr"
"https://doi.org/10.7910/DVN/RXA4JB","table-A10-1.R","plyr"
"https://doi.org/10.7910/DVN/PRAQI2","Mattingly_Chen_Appendix_Tables_Figures.R",""
"https://doi.org/10.7910/DVN/PRAQI2","Mattingly_Chen_Main_Tables_Figures.R",""
"https://doi.org/10.7910/DVN/PRAQI2","Mattingly_Chen_Maps.R",""
"https://doi.org/10.7910/DVN/PRAQI2","Mattingly_Chen_Variable_Creation.R",""
"https://doi.org/10.7910/DVN/PRAQI2","Run_Me.R",""
"https://doi.org/10.7910/DVN/MME5SS","data_cleaning_and_merging.R","dplyr"
"https://doi.org/10.7910/DVN/MME5SS","figure1.R","ggridges"
"https://doi.org/10.7910/DVN/MME5SS","master.R",""
"https://doi.org/10.7910/DVN/FWD9Q9","data_cleaning_and_merging.R","dplyr"
"https://doi.org/10.7910/DVN/FWD9Q9","figure1.R","ggridges"
"https://doi.org/10.7910/DVN/FWD9Q9","master.R",""
"https://doi.org/10.7910/DVN/TGJQUL","camp_effects.R",""
"https://doi.org/10.7910/DVN/TGJQUL","robustness_location.R",""
"https://doi.org/10.7910/DVN/TGJQUL","status_length_analysis.R",""
"https://doi.org/10.7910/DVN/TGJQUL","summary_statistics.R",""
"https://doi.org/10.7910/DVN/IYC3GR","BrierleyNathan_payments_APPENDIX.R",""
"https://doi.org/10.7910/DVN/IYC3GR","BrierleyNathan_payments_MAINTEXT.R",""
"https://doi.org/10.7910/DVN/N71MOK","Figures.R",""
"https://doi.org/10.7910/DVN/YEEWVX","appendix_f_independents.R",""
"https://doi.org/10.7910/DVN/YEEWVX","appendix_g_interactionfigure.R",""
"https://doi.org/10.7910/DVN/YEEWVX","appendix_oc_idstrength.R",""
"https://doi.org/10.7910/DVN/YEEWVX","appendix_od.R",""
"https://doi.org/10.7910/DVN/YEEWVX","exp_demographics.R",""
"https://doi.org/10.7910/DVN/YEEWVX","figure1.R",""
"https://doi.org/10.7910/DVN/YEEWVX","figure2.R",""
"https://doi.org/10.7910/DVN/YEEWVX","figure3.R",""
"https://doi.org/10.7910/DVN/YEEWVX","figure4.R",""
"https://doi.org/10.7910/DVN/YEEWVX","table_ob8.R",""
"https://doi.org/10.7910/DVN/EV5BGV","1_WA_read_pdf.R",""
"https://doi.org/10.7910/DVN/EV5BGV","2_WA_convert_dta.R",""
"https://doi.org/10.7910/DVN/EV5BGV","Figure A.1.R",""
"https://doi.org/10.7910/DVN/EV5BGV","read_appeals.R",""
"https://doi.org/10.7910/DVN/FUCDTT","ChangingHearts_GublerEtAl_Jul2021.R",""
"https://doi.org/10.7910/DVN/MSNWPY","Replicate_Appendix.R",""
"https://doi.org/10.7910/DVN/MSNWPY","Replicate_Geocode_Aid_Resp.R",""
"https://doi.org/10.7910/DVN/MSNWPY","Replicate_Geocode_FDI_Proj.R",""
"https://doi.org/10.7910/DVN/MSNWPY","Replicate_Geocode_FDI_Resp.R",""
"https://doi.org/10.7910/DVN/MSNWPY","Replicate_Main.R",""
"https://doi.org/10.7910/DVN/MSNWPY","Replicate_Map.R",""
"https://doi.org/10.7910/DVN/EUISZU","UnmaskingReplication.R",""
"https://doi.org/10.7910/DVN/EUISZU","UnmaskingReplicationSI.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Figure 1.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Figure 2.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Figure 3.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Figure 4.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Figure B1.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Figure F1.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table 1.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table 2.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table 3.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table 4.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table 5.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table A1.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table B1.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table B2.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table C2.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table E1.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table F1.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table G1.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table H1.R",""
"https://doi.org/10.7910/DVN/6IRAEM","Table I1.R",""
"https://doi.org/10.7910/DVN/AM3LJF","0_build_merged_modules.R",""
"https://doi.org/10.7910/DVN/AM3LJF","10_choice_H_M_L_stratify.R",""
"https://doi.org/10.7910/DVN/AM3LJF","11_consistency_agreement_results.R",""
"https://doi.org/10.7910/DVN/AM3LJF","12_score_density.R",""
"https://doi.org/10.7910/DVN/AM3LJF","13_summary_policy_sophistication_analysis.R",""
"https://doi.org/10.7910/DVN/AM3LJF","14_summary_policy_sophistication_analysis_common.R",""
"https://doi.org/10.7910/DVN/AM3LJF","15_mixed_up_on_difference_issues.R",""
"https://doi.org/10.7910/DVN/AM3LJF","16_libcon_H_M_L_stratify.R",""
"https://doi.org/10.7910/DVN/AM3LJF","17_libcon_know_stratify.R",""
"https://doi.org/10.7910/DVN/AM3LJF","18_choice_know_stratify.R",""
"https://doi.org/10.7910/DVN/AM3LJF","19_choice_correct_place_stratify.R",""
"https://doi.org/10.7910/DVN/AM3LJF","1_build_score_libcon_i.R",""
"https://doi.org/10.7910/DVN/AM3LJF","20_libcon_twoparty.R",""
"https://doi.org/10.7910/DVN/AM3LJF","21_choice_twoparty_cregg.R",""
"https://doi.org/10.7910/DVN/AM3LJF","22_choice_primary_twoparty_by_election_engagement.R",""
"https://doi.org/10.7910/DVN/AM3LJF","23_choice_primary_twoparty_by_self_report_engagement.R",""
"https://doi.org/10.7910/DVN/AM3LJF","24_consistencyFixed.R",""
"https://doi.org/10.7910/DVN/AM3LJF","25_choice_primary_twoparty_affinity_agreement_stratifications.R",""
"https://doi.org/10.7910/DVN/AM3LJF","26_heterogeneous.R",""
"https://doi.org/10.7910/DVN/AM3LJF","27_descriptives_affinity_scores.R",""
"https://doi.org/10.7910/DVN/AM3LJF","28_mixed_partisans_agreement_consistency_twoparty_imputation_full_policies_inparty.R",""
