name,language,n_mentions
unique_periods,stata,1
N_periods,stata,1
dist_cohort_i,stata,1
wt_i,stata,1
unique_cohort,stata,1
N_cohorts,stata,1
dist_time_t,stata,1
wt_t,stata,1
XXinv,stata,1
XeeX_conley,stata,1
ASTHDX_recoded,stata,1
medicare_partb,stata,1
Private_HMO,stata,1
perc_mental_health,stata,1
totalexp,stata,1
home_health_other,stata,1
DUID,stata,1
employed,stata,1
any_limitation,stata,1
n_medic_visits,stata,1
State_ins,stata,1
hosp_discharges,stata,1
emergency_visits,stata,1
region,stata,1
pweight,stata,1
healthterc,stata,1
political_party,stata,1
government_ins,stata,1
3-replication-package/add-ons/r/here_1.0.1.zip,r,1
3-replication-package/add-ons/r/dplyr_1.1.4.zip,r,1
3-replication-package/add-ons/r/did_2.1.2.zip,r,1
3-replication-package/add-ons/r/haven_2.5.4.zip,r,1
3-replication-package/add-ons/r/ggplot2_3.5.1.zip,r,1
3-replication-package/add-ons/r/fixest_0.12.0.zip,r,1
3-replication-package/add-ons/r/rlang_1.1.3.zip,r,1
3-replication-package/add-ons/r/foreach_1.5.2.zip,r,1
3-replication-package/add-ons/r/matrixStats_1.3.0.zip,r,1
3-replication-package/add-ons/r/CVXR_1.0-12.zip,r,1
3-replication-package/add-ons/r/latex2exp_0.9.6.zip,r,1
3-replication-package/add-ons/r/lpSolveAPI_5.5.2.0-17.11.zip,r,1
3-replication-package/add-ons/r/pracma_2.4.4.zip,r,1
3-replication-package/add-ons/r/purrr_1.0.2.zip,r,1
3-replication-package/add-ons/r/tibble_3.2.1.zip,r,1
3-replication-package/add-ons/r/Rglpk_0.6-5.1.zip,r,1
3-replication-package/add-ons/r/mvtnorm_1.2-5.zip,r,1
3-replication-package/add-ons/r/TruncatedNormal_2.2.2.zip,r,1
3-replication-package/add-ons/r/vctrs_0.6.5.zip,r,1
3-replication-package/add-ons/r/R6_2.5.1.zip,r,1
3-replication-package/add-ons/r/generics_0.1.3.zip,r,1
3-replication-package/add-ons/r/glue_1.7.0.zip,r,1
3-replication-package/add-ons/r/lifecycle_1.0.4.zip,r,1
3-replication-package/add-ons/r/magrittr_2.0.3.zip,r,1
3-replication-package/add-ons/r/pillar_1.9.0.zip,r,1
3-replication-package/add-ons/r/cli_3.6.2.zip,r,1
3-replication-package/add-ons/r/fansi_1.0.6.zip,r,1
3-replication-package/add-ons/r/utf8_1.2.4.zip,r,1
3-replication-package/add-ons/r/pkgconfig_2.0.3.zip,r,1
3-replication-package/add-ons/r/tidyselect_1.2.1.zip,r,1
3-replication-package/add-ons/r/iterators_1.0.14.zip,r,1
3-replication-package/add-ons/r/Rcpp_1.0.12.zip,r,1
3-replication-package/add-ons/r/alabama_2023.1.0.zip,r,1
3-replication-package/add-ons/r/numDeriv_2016.8-1.1.zip,r,1
3-replication-package/add-ons/r/nleqslv_3.3.5.zip,r,1
3-replication-package/add-ons/r/randtoolbox_2.0.4.zip,r,1
3-replication-package/add-ons/r/rngWELL_0.10-9.zip,r,1
3-replication-package/add-ons/r/Rmpfr_0.9-5.zip,r,1
3-replication-package/add-ons/r/gmp_0.7-4.zip,r,1
3-replication-package/add-ons/r/bit64_4.0.5.zip,r,1
3-replication-package/add-ons/r/bit_4.0.5.zip,r,1
3-replication-package/add-ons/r/rprojroot_2.0.4.zip,r,1
3-replication-package/add-ons/r/BMisc_1.4.6.zip,r,1
3-replication-package/add-ons/r/data.table_1.15.4.zip,r,1
3-replication-package/add-ons/r/gtable_0.3.5.zip,r,1
3-replication-package/add-ons/r/scales_1.3.0.zip,r,1
3-replication-package/add-ons/r/munsell_0.5.1.zip,r,1
3-replication-package/add-ons/r/colorspace_2.1-0.zip,r,1
3-replication-package/add-ons/r/ggpubr_0.6.0.zip,r,1
3-replication-package/add-ons/r/ggsignif_0.6.4.zip,r,1
3-replication-package/add-ons/r/rstatix_0.7.2.zip,r,1
3-replication-package/add-ons/r/broom_1.0.6.zip,r,1
3-replication-package/add-ons/r/tidyr_1.3.1.zip,r,1
3-replication-package/add-ons/r/backports_1.4.1.zip,r,1
3-replication-package/add-ons/r/car_3.1-2.zip,r,1
3-replication-package/add-ons/r/carData_3.0-5.zip,r,1
3-replication-package/add-ons/r/abind_1.4-5.zip,r,1
3-replication-package/add-ons/r/forcats_1.0.0.zip,r,1
3-replication-package/add-ons/r/hms_1.1.3.zip,r,1
3-replication-package/add-ons/r/withr_3.0.0.zip,r,1
3-replication-package/add-ons/r/dreamerr_1.4.0.zip,r,1
3-replication-package/add-ons/r/f1dataR_1.5.3.zip,r,1
3-replication-package/add-ons/r/Formula_1.2-5.zip,r,1
3-replication-package/add-ons/r/sandwich_3.1-0.zip,r,1
3-replication-package/add-ons/r/zoo_1.8-12.zip,r,1
3-replication-package/add-ons/r/stringmagic_1.1.2.zip,r,1
3-replication-package/add-ons/r/readr_2.1.5.zip,r,1
3-replication-package/add-ons/r/tzdb_0.4.0.zip,r,1
3-replication-package/add-ons/r/osqp_0.6.3.2.zip,r,1
3-replication-package/add-ons/r/ECOSolveR_0.5.5.zip,r,1
3-replication-package/add-ons/r/labeling_0.4.3.zip,r,1
3-replication-package/add-ons/r/farver_2.1.2.zip,r,1
3-replication-package/add-ons/r/HonestDiD,r,1
ub_abs_mean_FE_stable,stata,1
lb_abs_mean_FE_stable,stata,1
sasinput,stata,1
sg97_5,stata,1
gglot2,r,1
ACS_data,python,1
cvplot,stata,1
V2003,stata,1
Alimentos_preparados,stata,1
Artigos_escolares,stata,1
Aluguel,stata,1
Instrumentos_produt_uso_pessoal,stata,1
Brinquedos_e_jogos,stata,1
Cabeleireiro,stata,1
Fumo,stata,1
Outras_rendas,stata,1
Enlatados_e_conservas,stata,1
hexConversions,python,1
callQueryrunner,python,1
UberLibraries,r,1
s201var_b,stata,1
s202var_b,stata,1
s203var_b,stata,1
s204var_b,stata,1
s205var_b,stata,1
s206var_b,stata,1
s207var_b,stata,1
s208var_b,stata,1
s209var_b,stata,1
s210var_b,stata,1
s211var_b,stata,1
s212var_b,stata,1
s213var_b,stata,1
s214var_b,stata,1
s215var_b,stata,1
s216var_b,stata,1
s217var_b,stata,1
s218var_b,stata,1
s219var_b,stata,1
s220var_b,stata,1
s221var_b,stata,1
s222var_b,stata,1
s223var_b,stata,1
s224var_t_a2,stata,1
s225var_b,stata,1
s226var_b,stata,1
s227var_b,stata,1
s228var_b,stata,1
s229var_b,stata,1
s230var_b,stata,1
s231var_b,stata,1
s232var_b,stata,1
s233var_b,stata,1
s234var_b,stata,1
s401var_b,stata,1
s402var_b,stata,1
s403var_b,stata,1
s404var_b,stata,1
s424var_b,stata,1
s406var_b,stata,1
s407var_b,stata,1
s408var_b,stata,1
s409var_b,stata,1
s410var_b,stata,1
s411var_b,stata,1
s412var_b,stata,1
s413var_b,stata,1
s414var_b,stata,1
s415var_b,stata,1
s416var_b,stata,1
s417var_b,stata,1
s501var_b,stata,1
s502var_b,stata,1
s503var_b,stata,1
s504var_b,stata,1
s505var_b,stata,1
s506var_b,stata,1
s507var_b,stata,1
s508var_b,stata,1
s509var_b,stata,1
s510var_b,stata,1
s511var_b,stata,1
s512var_b,stata,1
s513var_b,stata,1
s514var_b,stata,1
s515var_b,stata,1
s516var_b,stata,1
s517var_b,stata,1
s518var_b,stata,1
s519var_b,stata,1
s520var_b,stata,1
s521var_b,stata,1
s522var_b,stata,1
s523var_b,stata,1
s524var_b,stata,1
s525var_b,stata,1
s526var_b,stata,1
s527var_b,stata,1
s528var_b,stata,1
s529var_b,stata,1
s530var_b,stata,1
s531var_b,stata,1
s532var_b,stata,1
s533var_b,stata,1
s534var_b,stata,1
s535var_b,stata,1
s536var_b,stata,1
s537var_b,stata,1
s538var_b,stata,1
s539var_b,stata,1
s602i1,stata,1
s603i1,stata,1
s604i1,stata,1
s605i1,stata,1
s606i1,stata,1
s702i1,stata,1
s703i1,stata,1
s704km_oy,stata,1
s705vil_a,stata,1
s705vil_b,stata,1
s705vil_c,stata,1
s706i1,stata,1
s707i1,stata,1
s708i1,stata,1
s709i1,stata,1
s710i1,stata,1
s710i2,stata,1
s710i3,stata,1
s203p2_b1,stata,1
s203p2_b2,stata,1
s203p2_b3,stata,1
s204p2_b1,stata,1
s204p2_b2,stata,1
s205p2_b1,stata,1
s205p2_b2,stata,1
s205p2_b3,stata,1
s205p2_b4,stata,1
s212p2_b1,stata,1
s212p2_b2,stata,1
s213p2_b1,stata,1
s215p2_b1,stata,1
s217p2_b1,stata,1
s217p2_b2,stata,1
s221p2_b1,stata,1
s221p2_b2,stata,1
s223p2_b1,stata,1
s225p2_b1,stata,1
s227p2_b1,stata,1
s227p2_b2,stata,1
s228p2_b1,stata,1
s230p2_b1,stata,1
s234p2_b1,stata,1
s401p2_b1,stata,1
s404p2_b1,stata,1
s405p2_b1,stata,1
s408p2_b1,stata,1
s412p2_b1,stata,1
s413p2_b1,stata,1
s502p2_b1,stata,1
s502p2_b2,stata,1
s502p2_b3,stata,1
s502p2_b4,stata,1
s502p2_b5,stata,1
s503p2_b1,stata,1
s503p2_b2,stata,1
s504p2_b1,stata,1
s505p2_b1,stata,1
s505p2_b2,stata,1
s505p2_b3,stata,1
s505p2_b4,stata,1
s509p2_b1,stata,1
s509p2_b2,stata,1
s510p2_b1,stata,1
s514p2_b1,stata,1
s516p2_b1,stata,1
s519p2_b1,stata,1
s519p2_b2,stata,1
s519p2_b3,stata,1
s521p2_b1,stata,1
s522p2_b1,stata,1
s522p2_b2,stata,1
s522p2_b3,stata,1
s522p2_b4,stata,1
s524p2_b1,stata,1
s525p2_b1,stata,1
s525p2_b2,stata,1
s525p2_b3,stata,1
s525p2_b4,stata,1
s530p2_b1,stata,1
s530p2_b2,stata,1
s532p2_b1,stata,1
s535p2_b1,stata,1
s203p2_b4,stata,1
s203p2_b5,stata,1
s203p2_b6,stata,1
s205p2_b5,stata,1
s205p2_b6,stata,1
s207p2_b1,stata,1
s209p2_b1,stata,1
s209p2_b2,stata,1
s209p2_b3,stata,1
s209p2_b4,stata,1
s209p2_b5,stata,1
s209p2_b6,stata,1
s209p2_b7,stata,1
s211p2_b1,stata,1
s212p2_b3,stata,1
s212p2_b4,stata,1
s212p2_b5,stata,1
s213p2_b2,stata,1
s215p2_b2,stata,1
s215p2_b3,stata,1
s216p2_b1,stata,1
s216p2_b2,stata,1
s220p2_b1,stata,1
s220p2_b2,stata,1
s220p2_b3,stata,1
s221p2_b3,stata,1
s222p2_b1,stata,1
s222p2_b2,stata,1
s224p2_b1,stata,1
s224p2_b2,stata,1
s224p2_b3,stata,1
s224p2_b4,stata,1
s224p2_b5,stata,1
s403p2_b1,stata,1
s404p2_b2,stata,1
s405p2_b2,stata,1
s405p2_b3,stata,1
s405p2_b4,stata,1
s405p2_b5,stata,1
s405p2_b6,stata,1
s405p2_b7,stata,1
s406p2_b1,stata,1
s406p2_b2,stata,1
s407p2_b1,stata,1
s407p2_b2,stata,1
s409p2_b1,stata,1
s409p2_b2,stata,1
s410p2_b1,stata,1
s410p2_b2,stata,1
s410p2_b3,stata,1
s410p2_b4,stata,1
s411p2_b1,stata,1
s411p2_b2,stata,1
s411p2_b3,stata,1
s411p2_b4,stata,1
s411p2_b5,stata,1
s411p2_b6,stata,1
s411p2_b7,stata,1
s411p2_b8,stata,1
s501p2_b1,stata,1
s501p2_b2,stata,1
s501p2_b3,stata,1
s501p2_b4,stata,1
s501p2_b5,stata,1
s503p2_b3,stata,1
s503p2_b4,stata,1
s503p2_b5,stata,1
s503p2_b6,stata,1
s503p2_b7,stata,1
s504p2_b2,stata,1
s515p2_b1,stata,1
s521p2_b2,stata,1
s521p2_b3,stata,1
s527p2_b1,stata,1
s532p2_b2,stata,1
s532p2_b3,stata,1
s532p2_b4,stata,1
s534p2_b1,stata,1
s537p2_b1,stata,1
s214p2_b1,stata,1
s223p2_b2,stata,1
s223p2_b3,stata,1
s227p2_b3,stata,1
s227p2_b4,stata,1
s227p2_b5,stata,1
s227p2_b6,stata,1
s402p2_b1,stata,1
s424p2_b1,stata,1
s408p2_b2,stata,1
s412p2_b2,stata,1
s505p2_b5,stata,1
s510p2_b2,stata,1
s510p2_b3,stata,1
s510p2_b4,stata,1
s512p2_b1,stata,1
s519p2_b4,stata,1
s522p2_b5,stata,1
s526p2_b1,stata,1
s530p2_b3,stata,1
s531p2_b1,stata,1
s535p2_b2,stata,1
s535p2_b3,stata,1
s535p2_b4,stata,1
s535p2_b5,stata,1
s535p2_b6,stata,1
s535p2_b7,stata,1
s535p2_b8,stata,1
s224p2_a,stata,1
v12,stata,1
s1r2a__,stata,1
age_,stata,1
female_,stata,1
s4g5c_,stata,1
s4g5d_,stata,1
s4g5e__,stata,1
s4g5f__,stata,1
s4g5f_other__,stata,1
s4g5c_other__,stata,1
s4g5d_other__,stata,1
s4g5e_other__,stata,1
educ_yrs_,stata,1
ed_start_,stata,1
ed_confirm_child_,stata,1
not_child_,stata,1
chosen_child_,stata,1
other_child_,stata,1
child_gender_,stata,1
child_age_,stata,1
child_relation_,stata,1
ed1_,stata,1
ed2_,stata,1
ed3_expectation_,stata,1
child_job_desire_,stata,1
own_ed1_,stata,1
own_ed2_,stata,1
own_ed_other_,stata,1
match_name_int_,stata,1
s4g5c_1_,stata,1
s4g5d_1_,stata,1
childincome_school_,stata,1
childincome_uni_,stata,1
expectations_childincome_,stata,1
s4g5c_other_1_,stata,1
s4g5d_cl_1_,stata,1
s4g5d_income_1_,stata,1
s45c_same_,stata,1
s4g5c_manipkid_,stata,1
aspirations_educ_,stata,1
expectations_educ_,stata,1
beliefs_aspirations_educ_,stata,1
beliefs_expectations_educ_,stata,1
bel_asp_educ_ss_fin_min_,stata,1
bel_asp_educ_ss_nfin_,stata,1
bel_asp_educ_ss_fin_,stata,1
bel_asp_educ_ss_any_,stata,1
bel_asp_educ_ud_fin_min_,stata,1
bel_asp_educ_ud_fin_,stata,1
bel_asp_educ_ud_any_,stata,1
bel_asp_educ_voc_fin_,stata,1
bel_asp_educ_voc_any_,stata,1
bel_asp_educ_col_fin_,stata,1
bel_asp_educ_col_any_,stata,1
bel_asp_educ_ps_min_,stata,1
bel_asp_educ_pd_,stata,1
bel_exp_educ_ss_fin_min_,stata,1
bel_exp_educ_ss_nfin_,stata,1
bel_exp_educ_ss_fin_,stata,1
bel_exp_educ_ss_any_,stata,1
bel_exp_educ_ud_fin_min_,stata,1
bel_exp_educ_ud_fin_,stata,1
bel_exp_educ_ud_any_,stata,1
bel_exp_educ_voc_fin_,stata,1
bel_exp_educ_voc_any_,stata,1
bel_exp_educ_col_fin_,stata,1
bel_exp_educ_col_any_,stata,1
bel_exp_educ_ps_min_,stata,1
bel_exp_educ_pd_,stata,1
dup_bel_child_,stata,1
keep_child_,stata,1
tag_manipkid_,stata,1
area_long_E,stata,1
quantprod_cowpeas_l_goro,stata,1
quantprod_cowpeas_goro,stata,1
quantprod_groundnuts_goro,stata,1
quantprod_indveg_goro,stata,1
quantprod_cassava_goro,stata,1
s14_mature_price_CattleMi,stata,1
s14_purchased_CattleMi,stata,1
s14_sold_Chicken,stata,1
s14_purchased_other,stata,1
livestock_prod_price_Blood,stata,1
livestock_prod_price_Honey,stata,1
livestock_prod_price_Wool,stata,1
s14_mat_val_all_CattleMi,stata,1
manyiv,stata,1
ylim,stata,1
err2,stata,1
save_error,stata,1
overall_effect,stata,1
cband_type,stata,1
g22,stata,1
g33,stata,1
g44,stata,1
g55,stata,1
g66,stata,1
g77,stata,1
d22,stata,1
d33,stata,1
d44,stata,1
d55,stata,1
d66,stata,1
d77,stata,1
_regress,stata,1
MLIKelihood,stata,1
FULLsupport,stata,1
NOPlot,stata,1
Second,stata,1
savekp,stata,1
CASEControl,stata,1
FULLoutput,stata,1
NODELTAMethod,stata,1
NOLEGEND,stata,1
NOWARNing,stata,1
ESTSTOre,stata,1
BCA,stata,1
logit_10,stata,1
boot,stata,1
mlikelihood,stata,1
second,stata,1
Common,stata,1
MLikelihood,stata,1
SAVEPRopensity,stata,1
noPlot,stata,1
noBOot,stata,1
bca,stata,1
ranktest2,stata,1
CvM_stat,stata,1
kill,stata,1
stderr_calibration,python,1
KMRSData,python,1
OptStab_FlexiblePrices,python,1
OptStab_Baseline,python,1
OptStab_search,python,1
DetSimul,python,1
Perturbation,python,1
tol,stata,1
maxiter,stata,1
Wdlog_X_ALLC,stata,1
ciatest,stata,1
ciacs,stata,1
getaway,stata,1
lissyrtools,r,1
x_min,stata,1
x_max,stata,1
nbins_l,stata,1
scale_l,stata,1
y,stata,1
x_l,stata,1
y_l,stata,1
rp_l,stata,1
rp_r,stata,1
wh_r,stata,1
w_h_l,stata,1
eY_l,stata,1
eX_l,stata,1
W_h_l,stata,1
u_l,stata,1
R_p_l,stata,1
L_l,stata,1
invG_p_l,stata,1
Z_r,stata,1
D_l,stata,1
U_p_l,stata,1
beta_p_l,stata,1
beta_p_r,stata,1
ZWD_p_l,stata,1
ZWD_p_r,stata,1
colsZ,stata,1
UiGU_p_l,stata,1
UiGU_p_r,stata,1
ZWZ_p_l,stata,1
ZWZ_p_r,stata,1
ZWY_p_l,stata,1
ZWY_p_r,stata,1
ZWZ_p,stata,1
ZWY_p,stata,1
gamma_p,stata,1
s_Y,stata,1
nplot,stata,1
x_plot_l,stata,1
x_plot_r,stata,1
rplot_l,stata,1
rplot_r,stata,1
y_plot_l,stata,1
y_plot_r,stata,1
rk_l,stata,1
rk_r,stata,1
gamma_k1_l,stata,1
gamma_k2_l,stata,1
gamma_k1_r,stata,1
gamma_k2_r,stata,1
mu0_k1_l,stata,1
mu0_k1_r,stata,1
mu0_k2_l,stata,1
mu0_k2_r,stata,1
drk_l,stata,1
drk_r,stata,1
x_bar_i_l,stata,1
x_bar_i_r,stata,1
drk_i_l,stata,1
drk_i_r,stata,1
mu0_i_hat_l,stata,1
mu0_i_hat_r,stata,1
mu2_i_hat_l,stata,1
mu2_i_hat_r,stata,1
mu0_hat_l,stata,1
mu0_hat_r,stata,1
mu2_hat_l,stata,1
mu2_hat_r,stata,1
mu1_hat_l,stata,1
mu1_hat_r,stata,1
sigma2_hat_l_bar,stata,1
sigma2_hat_r_bar,stata,1
sigma2_hat_l,stata,1
sigma2_hat_r,stata,1
var_y_l,stata,1
var_y_r,stata,1
B_es_hat_dw,stata,1
V_es_hat_dw,stata,1
V_es_chk_dw,stata,1
J_es_hat_dw,stata,1
J_es_chk_dw,stata,1
B_qs_hat_dw,stata,1
V_qs_hat_dw,stata,1
V_qs_chk_dw,stata,1
J_qs_hat_dw,stata,1
J_qs_chk_dw,stata,1
J_es_hat_mv,stata,1
J_es_chk_mv,stata,1
J_qs_hat_mv,stata,1
J_qs_chk_mv,stata,1
Our,stata,1
Rarieda,stata,1
fyear,stata,1
capiq_foundation_year,stata,1
id_ceo,stata,1
tot_apps,stata,1
dv_has_ec_info,stata,1
ebitda,stata,1
ppegt,stata,1
capex,stata,1
rnd,stata,1
rstkgrnt,stata,1
stock_awards_fv,stata,1
frac_incent_comp_fs,stata,1
cash_n_equiv,stata,1
curr_portion_lt_debt,stata,1
tot_equity,stata,1
tot_curr_assets,stata,1
repu_common_shares,stata,1
repu_pref_shares,stata,1
bank_debt,stata,1
undrawn_revolving_credit,stata,1
sub_bonds_n_notes,stata,1
curr_home_taxes,stata,1
def_foreign_taxes,stata,1
cash_taxes_paid,stata,1
basic_eps,stata,1
ebit,stata,1
int_pt,stata,1
rd.categorical,r,1
jackman-bayes,r,1
bayesjackman,r,1
lodown,r,1
AFA,stata,1
t521000,stata,1
t731301,stata,1
t520003,stata,1
t66800a,stata,1
t514005,stata,1
t527032,stata,1
t34005a,stata,1
t34001f_g1,stata,1
th34380,stata,1
t320005,stata,1
t32405k,stata,1
t320475,stata,1
t320435,stata,1
t413500,stata,1
t321103,stata,1
t66207a,stata,1
t66207j,stata,1
t66208b,stata,1
t30160g,stata,1
t743027,stata,1
t31370c,stata,1
d_retired,stata,1
t733001_v1,stata,1
t741001,stata,1
age,stata,1
pwslocation,stata,1
pdev,stata,1
unitconstructioncost,stata,1
unitlicensingcost,stata,1
ycommon,stata,1
treatcontrol,stata,1
np_county,stata,1
lndensity,stata,1
LRMODEL,stata,1
_parse_iterlog,stata,1
_check_lrmodel,stata,1
PDFLATEX,stata,1
SCRIPT_DIR,stata,1
FIGURES_DIR,stata,1
tex_files,stata,1
tex_path,stata,1
pdf_name,stata,1
pdf_path,stata,1
aux_extensions,stata,1
aux_file,stata,1
pscorex,stata,1
absMV,stata,1
demshare1,stata,1
losing_candidate_gender,stata,1
sponsor_state_abbrev,stata,1
pct_cosponsors_opposite,stata,1
pct_cosponsors_leader,stata,1
avgtenure_cosponsors,stata,1
numb_cosponsors_rookie,stata,1
pct_cosponsors_rookie,stata,1
numb_cosponsors_fem,stata,1
numb_cosponsors_samedate_opp,stata,1
intro_date,stata,1
women_friend1,stata,1
cosponsor_age,stata,1
cosp_name_clean,stata,1
cosp_losing_candidate_clean_cqq,stata,1
cosp_sample1,stata,1
cosp_tot_pop,stata,1
cosp_lninc,stata,1
cosp_charisma_winner,stata,1
cosp_rep_incumbent_cqq,stata,1
cosp_military,stata,1
nbills_cosponsored,stata,1
nbills_cosponsored_fem,stata,1
cosp_MV1_female,stata,1
cosp_MV1_female__3,stata,1
cosp_MV1_female_bins,stata,1
sponsor_state_icpsr,stata,1
sponsor_ndistinct_cosponsors,stata,1
programm,stata,1
wordwrap,stata,1
onlineldavb,python,1
_msparse,stata,1
X1_var,stata,1
X2_var,stata,1
Z1_var,stata,1
nobs,stata,1
z_variables,stata,1
xz_variables,stata,1
ID,stata,1
rdclass,stata,1
sigma2,stata,1
opt_criterion,stata,1
beta,stata,1
se_method,stata,1
j,stata,1
t0,stata,1
opt,stata,1
kernCmu,stata,1
kernCnu,stata,1
kernCpi,stata,1
kernCpmse,stata,1
kernC,stata,1
rreplace,stata,1
ConsHighTariff,stata,1
ConsLowTariff,stata,1
ConsUniTariff,stata,1
EnergyExpenditure,stata,1
EnergyPriceExpenditure,stata,1
PriceExpendHT,stata,1
PriceExpendLT,stata,1
PriceExpendUT,stata,1
GridExpenditure,stata,1
TaxExpenditure,stata,1
KEVExpenditure,stata,1
r7,stata,1
r8,stata,1
r9,stata,1
r10,stata,1
r11,stata,1
r12,stata,1
r13,stata,1
r14,stata,1
r15,stata,1
r16,stata,1
r17,stata,1
TaxableIncome,stata,1
TotalWealth,stata,1
CantonalTax,stata,1
MunicipalTax,stata,1
FederalTax,stata,1
EN_cons_se,stata,1
bill_total,stata,1
bill_total_se,stata,1
bill_el_total,stata,1
bill_grid_total,stata,1
bill_share_fixfee,stata,1
bill_frac_of_income,stata,1
age_main,stata,1
hhsize,stata,1
PVinstall,stata,1
heating_electric,stata,1
heating_heatpump,stata,1
heating_oil,stata,1
water_electric,stata,1
water_heatpump,stata,1
water_oil,stata,1
numappart,stata,1
NumbObs,stata,1
prehead,stata,1
EN_cons,stata,1
PVProd,stata,1
PercOC,stata,1
PercAuton,stata,1
OCkwh,stata,1
v2,stata,1
v3,stata,1
v4,stata,1
v5,stata,1
v6,stata,1
v7,stata,1
v8,stata,1
v9,stata,1
v10,stata,1
then,stata,1
up,stata,1
Multply,stata,1
and,stata,1
or,stata,1
will,stata,1
some,stata,1
But,stata,1
fdzinstall,stata,1
ddtiming,stata,1
Census_comparison_utilities_new,python,1
ITT_regressions,python,1
GMM_helper,python,1
data_prep,python,1
GMM_empirical,python,1
LFD_post,python,1
pop_immig_start,stata,1
pop_adult_start,stata,1
pop_young_start,stata,1
pop_young_males_start,stata,1
pop_young_females_start,stata,1
refugee_ieland,stata,1
date_immigration_father,stata,1
first_year_in_registers,stata,1
pnrHH_at_assignment,stata,1
Worker,stata,1
Industry,stata,1
FIDBreakevenOilPriceUSDbbl,stata,1
onoffshore,stata,1
Pitch_break_y,stata,1
gameVenueID,stata,1
Pitch_type,stata,1
gameHomeTeamID,stata,1
gameDateLocal,stata,1
PitchHomeTeamRuns_X,stata,1
PitchAwayTeamRuns_X,stata,1
PitchCountGameTotal_X,stata,1
TotalCalls_X,stata,1
TotalLeverage_Sim_X,stata,1
noautosumm,stata,1
NumberDecisions,stata,1
NumberCorrectDecisions,stata,1
TotalLeverage,stata,1
MeanNumberDecisions,stata,1
MeanTotalLeverage,stata,1
NumberOfGames,stata,1
TotalNumberDecisions,stata,1
TotalCorrectDecisions,stata,1
GameTotalPitches,stata,1
InningTotalPitches,stata,1
GameFuturePitches,stata,1
GameAvgFutureChangeInWinProb,stata,1
InningFuturePitches,stata,1
InningAvgFutureChangeInWinProb,stata,1
FutureGameCount,stata,1
ChangeInWinProb,stata,1
GameFutureChangeInWinProb,stata,1
Pitch_Outcome_Description,stata,1
parseGames,python,1
parseInning,python,1
parsePlayers,python,1
parseBoxscore,python,1
BAND_START,stata,1
BAND_END,stata,1
inning,stata,1
fe,stata,1
InningFutureLeverage_SimJEA,stata,1
InningActRunningLeverage_Sim,stata,1
mills,stata,1
i,r,1
r0_hhsize,stata,1
r0_rooms,stata,1
avg_motheredu_2m2006,stata,1
tuition_08_imp1,stata,1
log_tuition,stata,1
rdwinselect,stata,1
rdrandinf,stata,1
rdsensitivity,stata,1
dlsp_taxable_income_lossdf,stata,1
speccurve,stata,1
dist2004,stata,1
dist5026,stata,1
dist8019,stata,1
dist9010,stata,1
dist11037,stata,1
dist13017,stata,1
dist13057,stata,1
dist14124,stata,1
dist15065,stata,1
dist15099,stata,1
dist16088,stata,1
dist19015,stata,1
dist19042,stata,1
dist20079,stata,1
dist21041,stata,1
dist24028,stata,1
dist26018,stata,1
dist27014,stata,1
dist28022,stata,1
dist30003,stata,1
dist30059,stata,1
dist30099,stata,1
dist30190,stata,1
dist32036,stata,1
dist5006,stata,1
dist8001,stata,1
dist9002,stata,1
dist11042,stata,1
dist13021,stata,1
dist13060,stata,1
dist15001,stata,1
dist15061,stata,1
dist15093,stata,1
dist16069,stata,1
dist19020,stata,1
dist19047,stata,1
dist20198,stata,1
dist21057,stata,1
dist24032,stata,1
dist27006,stata,1
dist28019,stata,1
dist29023,stata,1
dist30054,stata,1
dist30094,stata,1
dist30204,stata,1
mod1_fcts,python,1
fixed,stata,1
cifar_helper,python,1
best_response_dynamics,python,1
log_likelihood_MPEC,python,1
cupid_math_utils,python,1
estimate_model,python,1
analyze_results,python,1
solve_for_mus,python,1
fcmnl_specifs,python,1
lnod3,stata,1
ldur3,stata,1
nodl3,stata,1
durl3,stata,1
stib,stata,1
generate_embeddings,python,1
listex,stata,1
tenure0,stata,1
tenure,stata,1
opponent_total,stata,1
platformdynorig,stata,1
make_liquid_wealth,python,1
EstimAggFiscalModel,python,1
ConsMarkovModel,python,1
Welfare,python,1
SetupParamsCSTW,python,1
scantrack_market_code,stata,1
dvt_between_exp,stata,1
cvt_between_cheapest,stata,1
product_module_code,stata,1
dpst,stata,1
spell_12m,stata,1
dvt_biny,stata,1
idst,stata,1
cvt_binb2,stata,1
sgdt,stata,1
product_group_code,stata,1
dvt_biny2,stata,1
ipst,stata,1
cvt_binb3,stata,1
dvt_binb3,stata,1
ct_binb3,stata,1
sddt,stata,1
dt_new_pm,stata,1
removal_wqbin,stata,1
datazoom_censo,stata,1
vs,stata,1
need,stata,1
ru,stata,1
Deflactormaquinariayequipoan,stata,1
PIBaprecioscorrientesMillon,stata,1
BE,stata,1
PIBapreciosconstantesbase19,stata,1
PIBaprecioscorrientesbase19,stata,1
r95,stata,1
r172,stata,1
r180,stata,1
r131,stata,1
r115,stata,1
rr47,stata,1
dacuedi,stata,1
cumdb,stata,1
propmfeb,stata,1
dirmfeb,stata,1
admmfeb,stata,1
ninmfeb,stata,1
venmfeb,stata,1
sermfeb,stata,1
termfeb,stata,1
propwfeb,stata,1
dirwfeb,stata,1
